filepath,label,split,source_label,is_silence,start_sample
D:\CVprojects\DL-Project\data\no\e5c48e53_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,4497
D:\CVprojects\DL-Project\data\go\9a4d12fd_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\off\7be9f58a_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\no\d5b963aa_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\nine\94de6a6a_nohash_2.wav,unknown,test,nine,0,0
D:\CVprojects\DL-Project\data\cat\8fe52b97_nohash_0.wav,unknown,test,cat,0,0
D:\CVprojects\DL-Project\data\go\3250c035_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\go\8fe67225_nohash_3.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\right\0ea0e2f4_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\right\a4e8a997_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\down\97f4c236_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\down\784e281a_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,493799
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,218268
D:\CVprojects\DL-Project\data\one\82b99576_nohash_0.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\left\8769c34c_nohash_1.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\left\5828dfa2_nohash_0.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\left\d394ef8e_nohash_2.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\stop\0c40e715_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\yes\4e02d62d_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\up\ca4912b6_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\down\3a53b856_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\right\d0faf7e4_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\right\f0ae7203_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,test,_background_noise_,1,764606
D:\CVprojects\DL-Project\data\left\6add0595_nohash_0.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\down\cd85758f_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\go\8db999cf_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\marvin\cc592808_nohash_1.wav,unknown,test,marvin,0,0
D:\CVprojects\DL-Project\data\go\c22d3f18_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,test,_background_noise_,1,849295
D:\CVprojects\DL-Project\data\down\aa233654_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\visual\ef3367d9_nohash_1.wav,unknown,test,visual,0,0
D:\CVprojects\DL-Project\data\down\ceef6d96_nohash_2.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\on\87070229_nohash_2.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,1032410
D:\CVprojects\DL-Project\data\bird\8ea6dec6_nohash_1.wav,unknown,test,bird,0,0
D:\CVprojects\DL-Project\data\no\b4ea0d9a_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\right\aa80f517_nohash_4.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\right\d1a4fb3f_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,662987
D:\CVprojects\DL-Project\data\wow\16fce7de_nohash_0.wav,unknown,test,wow,0,0
D:\CVprojects\DL-Project\data\one\9b02d503_nohash_3.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\go\5e3dde6b_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\dog\b01c8f61_nohash_0.wav,unknown,test,dog,0,0
D:\CVprojects\DL-Project\data\two\e99d36c8_nohash_1.wav,unknown,test,two,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,test,_background_noise_,1,246727
D:\CVprojects\DL-Project\data\six\608473c9_nohash_0.wav,unknown,test,six,0,0
D:\CVprojects\DL-Project\data\right\8fe52b97_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,test,_background_noise_,1,834174
D:\CVprojects\DL-Project\data\no\b4ea0d9a_nohash_4.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\up\9f22307d_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,test,_background_noise_,1,3716
D:\CVprojects\DL-Project\data\off\48bdc11c_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\go\bb05582b_nohash_4.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\on\af8b2f2c_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\up\aa80f517_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\down\aa80f517_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\on\d0faf7e4_nohash_2.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\yes\bb05582b_nohash_1.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\stop\f2e59fea_nohash_2.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\go\6f9088d7_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\down\f0522ff4_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\left\aa80f517_nohash_3.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\off\63f7a489_nohash_3.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\right\4fd1443e_nohash_3.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\no\692a88e6_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,test,_background_noise_,1,649059
D:\CVprojects\DL-Project\data\go\97f4c236_nohash_3.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\seven\aa80f517_nohash_0.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\off\caedb73a_nohash_1.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\go\475b61f1_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\stop\122c5aa7_nohash_4.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\on\2fa39636_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\right\f428ca69_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\go\837a0f64_nohash_3.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\yes\ace072ba_nohash_1.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\no\27c30960_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\on\4c7c95de_nohash_1.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\right\6736bc64_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\stop\9d171fee_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\zero\81dc4a94_nohash_1.wav,unknown,test,zero,0,0
D:\CVprojects\DL-Project\data\down\8eb4a1bf_nohash_2.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\no\8fe52b97_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\off\9aa21fa9_nohash_4.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\stop\b83c1acf_nohash_4.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\right\cd85758f_nohash_2.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\no\db24628d_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\right\50033893_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\yes\f736ab63_nohash_2.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\off\a7216980_nohash_1.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\on\d962e5ac_nohash_1.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\down\c7dc7278_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\bed\6205088b_nohash_1.wav,unknown,test,bed,0,0
D:\CVprojects\DL-Project\data\stop\2fee065a_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\yes\94de6a6a_nohash_1.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\stop\76b58705_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\go\135c6841_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\right\4620dc14_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\down\997867e7_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\one\f0522ff4_nohash_4.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,test,_background_noise_,1,943701
D:\CVprojects\DL-Project\data\four\d0faf7e4_nohash_4.wav,unknown,test,four,0,0
D:\CVprojects\DL-Project\data\yes\ace072ba_nohash_4.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\yes\f035e2ea_nohash_3.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\no\3cbd76a3_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\go\9a69672b_nohash_4.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\stop\365908bd_nohash_3.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\off\0e6e36c9_nohash_1.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\yes\b83c1acf_nohash_2.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\up\779de043_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\up\bb05582b_nohash_1.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,249981
D:\CVprojects\DL-Project\data\left\7f74626f_nohash_1.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\left\4c6167ca_nohash_5.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\right\3efef882_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\up\bfd26d6b_nohash_4.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\left\dd6c6806_nohash_0.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,test,_background_noise_,1,849252
D:\CVprojects\DL-Project\data\no\e53139ad_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\down\07089da9_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,test,_background_noise_,1,912978
D:\CVprojects\DL-Project\data\no\234ab0fb_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\nine\9a69672b_nohash_0.wav,unknown,test,nine,0,0
D:\CVprojects\DL-Project\data\up\f810e799_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\down\eb3f7d82_nohash_2.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\up\9ce7a419_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\up\f798ac78_nohash_2.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\up\b63fea9e_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\on\e0c782d5_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\right\5e3dde6b_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\left\27c30960_nohash_0.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\no\cd85758f_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\up\5170b77f_nohash_2.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\six\1bb574f9_nohash_0.wav,unknown,test,six,0,0
D:\CVprojects\DL-Project\data\right\bd76a7fd_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\one\de4f7798_nohash_0.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\yes\5b1db3ee_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\stop\10c6d873_nohash_1.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\seven\d6360b32_nohash_0.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\stop\370844f7_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\marvin\1f3e4139_nohash_0.wav,unknown,test,marvin,0,0
D:\CVprojects\DL-Project\data\go\94de6a6a_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\yes\e49428d9_nohash_4.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,1021738
D:\CVprojects\DL-Project\data\happy\f47d644e_nohash_1.wav,unknown,test,happy,0,0
D:\CVprojects\DL-Project\data\down\27c30960_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,379907
D:\CVprojects\DL-Project\data\off\6a700f9d_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\off\283d7a53_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\on\4c841771_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\left\d5b963aa_nohash_4.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\seven\cfde27ba_nohash_0.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\up\3d3ddaf8_nohash_1.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\off\3f170018_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\cat\85851131_nohash_0.wav,unknown,test,cat,0,0
D:\CVprojects\DL-Project\data\go\4c6167ca_nohash_3.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\up\3d86b69a_nohash_2.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\up\9785931e_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\one\cd911ace_nohash_0.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\up\18f8afd5_nohash_4.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,1279350
D:\CVprojects\DL-Project\data\down\b49caed3_nohash_4.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\on\b66f4f93_nohash_4.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\up\1acc97de_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\down\87070229_nohash_2.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\go\c2bc4489_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\up\aa80f517_nohash_1.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\seven\3f45a0cf_nohash_1.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\zero\5ab63b0a_nohash_1.wav,unknown,test,zero,0,0
D:\CVprojects\DL-Project\data\off\c9e251d2_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\on\89d6d11e_nohash_2.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\up\20a0d54b_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\off\91b03183_nohash_1.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\up\61e2f74f_nohash_2.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\left\893705bb_nohash_6.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\right\9a69672b_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\house\283d7a53_nohash_1.wav,unknown,test,house,0,0
D:\CVprojects\DL-Project\data\off\9151f184_nohash_4.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\off\5e3dde6b_nohash_3.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\no\91b03183_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\yes\cae62f38_nohash_1.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,828241
D:\CVprojects\DL-Project\data\down\c1cc6e95_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\up\4c841771_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\on\5c8af87a_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\on\2c6d3924_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\nine\b69002d4_nohash_0.wav,unknown,test,nine,0,0
D:\CVprojects\DL-Project\data\down\9a356ab9_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\bed\cc71bada_nohash_0.wav,unknown,test,bed,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,68502
D:\CVprojects\DL-Project\data\up\c22ebf46_nohash_3.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\on\f0ac2522_nohash_0.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\no\893705bb_nohash_3.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\off\422d3197_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\no\a7216980_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\up\05739450_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\stop\645ed69d_nohash_1.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\no\e41a903b_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\go\aa80f517_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\stop\18f8afd5_nohash_1.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\right\97f4c236_nohash_3.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\left\1acc97de_nohash_1.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\down\ef2a3cfb_nohash_0.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\right\d9e9f554_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\down\9b5815cd_nohash_2.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\tree\4c6167ca_nohash_0.wav,unknown,test,tree,0,0
D:\CVprojects\DL-Project\data\no\4c6167ca_nohash_4.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\yes\18d84076_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\down\9e2ce5e3_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\stop\ffbb695d_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\on\0f46028a_nohash_3.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\no\b4ea0d9a_nohash_3.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\off\0a5636ca_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\stop\bb05582b_nohash_2.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\two\fdb5155e_nohash_0.wav,unknown,test,two,0,0
D:\CVprojects\DL-Project\data\off\91b03183_nohash_3.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\go\cfbedff9_nohash_2.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\seven\6e916de8_nohash_2.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\off\91b03183_nohash_2.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\on\3b4f8f24_nohash_2.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\no\a7216980_nohash_4.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\off\47d01978_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\no\bf90a57a_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,test,_background_noise_,1,810575
D:\CVprojects\DL-Project\data\no\c22d3f18_nohash_0.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\seven\91b03183_nohash_2.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,test,_background_noise_,1,956511
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,test,_background_noise_,1,339268
D:\CVprojects\DL-Project\data\three\51055bda_nohash_2.wav,unknown,test,three,0,0
D:\CVprojects\DL-Project\data\cat\893705bb_nohash_2.wav,unknown,test,cat,0,0
D:\CVprojects\DL-Project\data\off\87070229_nohash_1.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\stop\25132942_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\off\2be08ce4_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\off\8a325749_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\cat\af7a8296_nohash_1.wav,unknown,test,cat,0,0
D:\CVprojects\DL-Project\data\eight\42c467d0_nohash_0.wav,unknown,test,eight,0,0
D:\CVprojects\DL-Project\data\eight\cce7416f_nohash_4.wav,unknown,test,eight,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,266522
D:\CVprojects\DL-Project\data\right\db24628d_nohash_1.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\no\5170b77f_nohash_2.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\off\4c62312c_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\backward\7c83c5f6_nohash_3.wav,unknown,test,backward,0,0
D:\CVprojects\DL-Project\data\off\97f4c236_nohash_4.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\bird\48a8a69d_nohash_2.wav,unknown,test,bird,0,0
D:\CVprojects\DL-Project\data\go\893705bb_nohash_7.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\yes\e53139ad_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\no\b83c1acf_nohash_3.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\bed\17f0e206_nohash_0.wav,unknown,test,bed,0,0
D:\CVprojects\DL-Project\data\yes\f174517e_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\stop\ee1d8d49_nohash_0.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\left\b83c1acf_nohash_1.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\off\5170b77f_nohash_4.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\one\aef8dcf5_nohash_0.wav,unknown,test,one,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,test,_background_noise_,1,407151
D:\CVprojects\DL-Project\data\go\333d7ddb_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\up\dea820ce_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\on\9a69672b_nohash_2.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\on\c9b5ff26_nohash_3.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\yes\4fd1443e_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,test,_background_noise_,1,435273
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,606103
D:\CVprojects\DL-Project\data\seven\f8f60f59_nohash_0.wav,unknown,test,seven,0,0
D:\CVprojects\DL-Project\data\down\0585b66d_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\off\5e3dde6b_nohash_4.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\down\1b4c9b89_nohash_1.wav,down,test,down,0,0
D:\CVprojects\DL-Project\data\right\893705bb_nohash_5.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,test,_background_noise_,1,298188
D:\CVprojects\DL-Project\data\up\daf230ac_nohash_0.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,test,_background_noise_,1,1302299
D:\CVprojects\DL-Project\data\up\9a7c1f83_nohash_4.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\follow\d962e5ac_nohash_3.wav,unknown,test,follow,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,855297
D:\CVprojects\DL-Project\data\go\39a12648_nohash_1.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\right\bfd26d6b_nohash_3.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\up\da040491_nohash_3.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\nine\b69002d4_nohash_3.wav,unknown,test,nine,0,0
D:\CVprojects\DL-Project\data\yes\ace072ba_nohash_0.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,test,_background_noise_,1,200729
D:\CVprojects\DL-Project\data\wow\be7a5b2d_nohash_0.wav,unknown,test,wow,0,0
D:\CVprojects\DL-Project\data\right\a8e25ebb_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\off\3a33d3a4_nohash_0.wav,off,test,off,0,0
D:\CVprojects\DL-Project\data\yes\b97c9f77_nohash_3.wav,yes,test,yes,0,0
D:\CVprojects\DL-Project\data\four\8ec6dab6_nohash_1.wav,unknown,test,four,0,0
D:\CVprojects\DL-Project\data\left\9b3ea809_nohash_0.wav,left,test,left,0,0
D:\CVprojects\DL-Project\data\up\f6af2457_nohash_1.wav,up,test,up,0,0
D:\CVprojects\DL-Project\data\stop\aa80f517_nohash_2.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\no\ad526ada_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\on\6e916de8_nohash_1.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\stop\f5496439_nohash_1.wav,stop,test,stop,0,0
D:\CVprojects\DL-Project\data\on\893705bb_nohash_1.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,test,_background_noise_,1,489279
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,test,_background_noise_,1,658424
D:\CVprojects\DL-Project\data\go\5c8af87a_nohash_0.wav,go,test,go,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,test,_background_noise_,1,54315
D:\CVprojects\DL-Project\data\on\94de6a6a_nohash_3.wav,on,test,on,0,0
D:\CVprojects\DL-Project\data\right\44715c1c_nohash_0.wav,right,test,right,0,0
D:\CVprojects\DL-Project\data\no\aa80f517_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\no\e1469561_nohash_1.wav,no,test,no,0,0
D:\CVprojects\DL-Project\data\zero\f00180d0_nohash_1.wav,unknown,test,zero,0,0
D:\CVprojects\DL-Project\data\three\f0659908_nohash_3.wav,unknown,test,three,0,0
D:\CVprojects\DL-Project\data\left\d962e5ac_nohash_0.wav,left,test,left,0,0
